id,inventar_nr,material,wasserzeichen,hoehe,breite,bezeichnungen,zeit,jahr,beschreibung,kommentar,thementexte,literatur,index,index_ids,zusammenhang
88383,"GK II (12) IX-D-19",Vergépapier,"""ADV & S""",3450,2200,"Bezeichnung in Devanagari-Schriftzeichen unter den fünf Figuren, transkribiert (v.  l.  n.  r.): ""silenthiuma"", ""renai"" (Deutung unklar), ""dim daniela"" (domus danieli?), ""saithah gaioraga (Sankt Georg), ""boniusa"" (Deutung unklar). – Am rechten Rand von oben nach unten: ""sarlotha"" (Charlotta), ""theodor"", ""doma daneli"" (s. o. ""dim daniela""). – ""sakuntala"" (Shakuntala), ""u.."", ""u.."",  ""ulberata"" (wohl Albert) [Friedrich Wilhelm (IV.)].","um 1816/1818",1817,"Auf der unteren Seitenhälfte fünf märchenhaft gekleidete Figuren mit Devanagariuntertiteln. – O. l., um 90° gedreht, eine weibliche Figur in langem Gewand mit Diadem und Stab in der linken Hand, die Rechte auf einen stoffverhüllten Aufbau gestützt. – U. M. im Profil gezeigtes Brustbild eines Mannes mit tänienbehangener Phantasiekrone und einem schildartigen Brustschmuck, der u. l. in einer separaten Skizze gezeigt wird und einen Kreis mit eingeschriebenem Kreuz zeigt. Auf dem Kreis evtl. die zwölf Sternzeichen. – Weitere Devanagarititel am rechten Seitenrand. – O. M. Lageplan einer langgestreckten Architektur am Fluss. – Am oberen Seitenrand, um 90° gedreht, Profil eines Frauenkopfes. – Am rechten Rand Schnörkel.","Die Darstellung u. l. zeigt eine Reihe von fünf Figuren. Im Zentrum steht ein Herrscher in frontaler Ansicht. Rechts daneben ist eine Figur mit Flügelhelm als Ritter gezeichnet, die äußere als König mit Hermelinkragen. Links neben der Mittelfigur steht ein weiterer bekrönter Mann, links außen dann eine ebenfalls frontal gezeigte Frau im langen Gewand. Mit ihren in Devanagari-Zeichen [?] ausgeführten Legenden wollte Friedrich Wilhelm möglicherweise die Identität der Figuren kennzeichnen, die Zeilen sind jedoch weder vollständig zu deuten noch in einen inhaltlichen Zusammenhang mit den Zeichnungen zu bringen. Auch die auf der Seite auftauchende Zeile mit dem Hinweis auf das berühmte indische Versdrama Shakuntala hilft hier nicht weiter, da die Figuren dem Epos nicht zugeordnet werden können. Der Herrscher in der Mitte trägt eine Krone, die mit ihren langen Zacken an den österreichischen Erzherzogshut erinnert. Die Figur mit dem geflügelten Helm rechts zeigt wohl den Ritter Sankt Georg [?], der für Friedrich Wilhelm als Überwinder des Bösen eine wichtige Rolle spielte. Die weibliche Gestalt wird mit der Unterschrift als das Schweigen (""silenthiuma"", vielleicht mit Bezug auf Ariosts ""Orlando furioso""?) personifiziert, o. l. ist sie nochmals gesondert dargestellt. Sie könnte allerdings auch als eine Art Priesterin interpretiert werden, da sie auf der oberen Darstellung offensichtlich an einem Opferaltar steht und ihr Brustschmuck an das Dreieck mit dem Auge Gottes erinnert. Ergänzt werden diese beiden ganz rechts von einem Herrscher mit Hermelinschaube und einer Krone mit blattartigen Aufsätzen (dessen Bezeichnung mit ""boniusa"" unklar bleibt), in dessen Gestalt sich möglicherweise Friedrich Wilhelm selbst gesehen hat, und links von einer Königsgestalt in einem renaissanceartigen Kostüm. Seine Benennung als ""renai"" ist nicht zu deuten. Die Darstellung des mittleren Herrschers, dessen Antlitz mit Krone und Brustschmuck noch einmal herausgehoben und detailliert gezeichnet wurde, erinnert an das Aussehen byzantinischer Kaiser. Die unter ihn gesetzte Bezeichnung ""Dim Daniela"" irritiert, da hier offensichtlich die Benennung des unterseeischen Palastes ""Dom Daniel"" aus Robert Southeys ""Thalaba"" (1801) auf eine Person übertragen wird. Der Name erscheint nochmals unter einem Text des Kronprinzen richtiger als ""Dom Daniel"" [?] auf GK II (12) II-2-Bf-30 Rs 3. Domdaniel ist allerdings keine Person, sondern der Name einer in den Märchen von 1001 Nacht erwähnten unterseeischen Halle, in der der Herrscher Zatanai Hof hält. In dem erwähnten Text auf GK II (12) II-2-Bf-30 Rs 3 sieht Zuchold (Zuchold 1992, S. 486-489) die Statuten des St.-Georgen-Ordens, Johannsen (Johannsen 2007, S. 287, Anm. 761) hingegen mit dem Verweis auf einen Brief des Kronprinzen an seine Schwester Charlotte von 1818 den Aufnahmeritus für die ""Mysterien der Verschwiegenheit"". Diese ""Mysterien der Verschwiegenheit"" sind nach dem Wortlaut des besagten Briefes offensichtlich als eine Spielhandlung zu sehen, die Spaß und Ernsthaftigkeit miteinander vermischt. Für die Verbindung der hier vorliegenden Seite mit diesen ""Mysterien"" sprechen mehrere Momente. So taucht der Kernbegriff Domdaniel mehrfach auf und die Darstellung der ""silenthiuma"" wäre vielleicht als eine Art Priesterin der ""Mysterien der Verschwiegenheit"" anzusehen. Eine genaue Entschlüsselung der Darstellungen auf dieser Seite ist bislang aber noch nicht möglich. (J. M.)",,"Hasenclever, Catharina: Gotisches Mittelalter und Gottesgnadentum in den Zeichnungen Friedrich Wilhelms IV. Herrschaftslegitimierung zwischen Revolution und Restauration, Berlin 2005 (Quellen und Forschungen zur brandenburgischen und preußischen Geschichte, 30)., S. 365. 
Senn, Rolf Thomas: Friedrich Wilhelm und die Schatzkiste der romantischen Literatur, in: ""Unglaublich ist sein Genie fürs Zeichnen"". König Friedrich Wilhelm IV. von Preußen (1795-1861) zum 150. Todestag, hrsg. v. Jörg Meiner, Ausstellung, Potsdam, SPSG, 2011, Potsdam, 2011, S. 25-36., S. 30","sachlich: Hofveranstaltung: Mysterien der Verschwiegenheit; sachlich: Literaturadaption: Kalidasa: Shakuntala; sachlich: Ordensgemeinschaft: St. Georgen im See; sachlich: Ornament: Schnörkel; sachlich: Text: Devanagari","761; 834; 860; 863; 902",88457
88384,"GK II (12) IX-B-43",Vergépapier,"""Schottler""",2100,3540,"""Sintrams Zug zur Mondburg"" (Friedrich Wilhelm [IV.] ?).","um 1814/1815",1814,"Links und rechts zwei Skizzen zu folgender Szene: Zwei junge Ritter sind auf dem Weg durch die mondbeschienene Nacht im Gebirge unterwegs. Einer der Männer zeigt in Richtung einer Burg auf dem Gipfel des höchsten Berges. Ihnen kommen in der Ferne eine große und eine kleine Gestalt entgegen. – Zwischen beiden Zeichnungen lehnt ein in eine antike Toga gekleideter Mann an einem Felsen.","Die Geschichte des ""Zauberrings"" [?] wird in Fouqués Roman ""Sintram und seine Gefährten. Eine nordische Erzählung nach Albrecht Dürer aus dem Jahr 1814"" fortgeführt. Angeregt durch den Kupferstich Albrecht Dürers ""Ritter, Tod und Teufel"" erdachte Fouqué die Geschichte um den Ritter Sintram, der von bösen Geistern besessen und des Teufels Versuchungen ständig ausgesetzt ist, doch schließlich mit Hilfe seines starken Glaubens das ’Böse’ besiegen kann. Der junge Ritter beschließt eines Tages, sich von seinem Vater und seiner Umwelt in die einsame Steinburg auf dem Mondfelsen zurückzuziehen, um in der Abgeschiedenheit auf den Pfad der Tugend und des Glaubens zurückzufinden. Auf diesem Weg treffen er und sein treuer alter Begleiter Rolf auf die Gestalten von Tod und Teufel, die dem Ritter im Verlauf der Geschichte immer wieder auflauern, um ihn in Versuchung zu führen. Ein junger und ein alter Ritter, Sintram und Rolf, laufen in einer Mondscheinnacht auf einen bewaldeten Berg zu, auf dessen Gipfel bereits die Mondburg zu sehen ist. Vor dem Wald stehen zwei aus der Ferne kaum erkennbare Gestalten, die aber durch ihre Körpergröße als der lange, schlanke Tod in der Gestalt des „wahnsinnigen Pilgers“ und der kleine, hässliche Teufel in Gestalt des „Kleinmeisters“ zu deuten sind. Diese Darstellung entspricht der Schilderung Fouqués von Sintrams nächtlichem Zug. Auch die Gestalt Sintrams, der ängstlich auf die schaurigen Figuren deutet, entspricht der Romanvorlage. Der alte Rolf dagegen erkennt nur verschneite Bäume, wie er seinem jungen Begleiter auch in Friedrich Wilhelms Zeichnung zu erläutern scheint. (C. H.)","Friedrich de la Motte Fouqué","Hasenclever, Catharina: Gotisches Mittelalter und Gottesgnadentum in den Zeichnungen Friedrich Wilhelms IV. Herrschaftslegitimierung zwischen Revolution und Restauration, Berlin 2005 (Quellen und Forschungen zur brandenburgischen und preußischen Geschichte, 30)., S. 253","sachlich: Figurendarstellung: profan: Ritter; sachlich: Figurendarstellung: profan: Tod; sachlich: Figurendarstellung: religiös: Teufel; sachlich: Literaturadaption: Fouqué: Sintram und seine Gefährten; sachlich: Literaturadaption: Fouqué: Sintram und seine Gefährten: Rolf","733; 736; 750; 809; 810",
88386,"GK II (12) IX-B-49",Vergépapier,"Fragment: Kartusche mit Krone und Horn.",1540,2280,"""The mysteries of Udolpho"" und ""Fritz"" (Friedrich Wilhelm [IV.]).","um 1810/ 1820",1815,"Diese kleinteilige Skizze zeigt die Ecke eines mit Wandteppichen, Bildern und Möbeln angefüllten Raumes. Eine weibliche Gestalt im langen Gewand zieht einen Vorhang beiseite. Dahinter kommt ein liegendes Skelett zum Vorschein.","""The Mysteries of Udolpho"" ist eine sogenannte ""Gothic Novel"" in vier Bänden von Ann Radcliffe (1764-1823). Zum Hauptschauplatz der Geschichte wählte die Autorin – nicht zuletzt unter dem Eindruck von Horace Walpoles „Castle of Ontario“ (1765) – ein mittelalterliches, halb verfallenes Schloss in den Apenninen. Die junge verwaiste Heldin, Emily St. Aubert, wird von ihrer Tante aus der Gascogne auf das gotische Schloss Udolpho gebracht. In den Türmen und düsteren Gängen dieses mittelalterlichen Gebäudes scheint es zu spuken. Besonderes Entsetzen erregt bei der jungen Heldin ein schwarz verschleiertes Bild, hinter dem sich ein verwesender Leichnam befinden soll. Friedrich Wilhelm hat einige Skizzen zu Ann Radcliffes Schauerroman angefertigt [GK II (12) IX-B-7 bis GK II (12) IX-B-29], von denen diese Seite die Entdeckung des Leichnams darstellt. Die Zeichnung ist eigenhändig mit ""The mysteries of Udolpho"" beschriftet und mit ""Fritz"" signiert. Der junge Friedrich Wilhelm zeigt in dieser Szene den Raum des Schlosses, in dem sich die erwähnte schwarze Draperie neben anderen großen und kleinen Wandbildern beziehungsweise -teppichen befindet. Die Romanheldin, im langen zeitgenössischen Gewand und mit federbesetztem Hut, rafft gerade die Draperie beiseite. Bei dem schauerlichen Anblick der in einer gemauerten Nische liegenden Leiche weicht sie entsetzt zurück. In der Romanvorlage sollte Emily nie erfahren, was sich hinter dem Vorhang befindet. Vielleicht hätte dieses Wissen ihre Furcht gemindert. Denn in der Nische befand sich nicht etwa ein echter verwesender Körper, sondern eine aus Wachs gefertigte Leiche, die der räuberische Schlossherr auf Befehl der Kirche zur Buße täglich betrachten musste. Friedrich Wilhelm hielt sich hier nicht genau an den Roman. Womöglich reizte es ihn, den Moment des Entsetzens darzustellen. In künstlerischer Freiheit hat er der Enthüllungsszene ein großes Wandgemälde beziehungsweise einen Wandteppich gegenübergestellt, der in der Zeichnung ähnlich viel Platz einnimmt. Diese Darstellung zeigt den drachentötenden Ritter Georg [?]. So lässt sich die Zeichnung dahingehend interpretieren, dass die Leiche die schlechten Taten des Schlossbesitzers symbolisiert, der hl. Georg [?] dagegen auf das gute und im christlichen Sinne richtige Handeln verweist. Das Bildthema ließe sich aufgrund der täglichen Buße des Schlossherren, die im Sinne des Erweckungschristentums zur Vergebung der Sünden führt, möglicherweise als Dokument der religiösen Überzeugung des Kronprinzen deuten. (C. H.)",,"Hasenclever, Catharina: Gotisches Mittelalter und Gottesgnadentum in den Zeichnungen Friedrich Wilhelms IV. Herrschaftslegitimierung zwischen Revolution und Restauration, Berlin 2005 (Quellen und Forschungen zur brandenburgischen und preußischen Geschichte, 30)., S. 263","sachlich: Figurendarstellung: religiös: Heilige: St. Georg; sachlich: Literaturadaption: Radcliffe: Udolpho; sachlich: Mischwesen: Drache","742; 836; 849","88812; 88828; 88836; 88840; 88844; 88848; 88853; 88858; 88872; 88878; 88885; 88893; 88901; 88915; 88923; 88930; 88934; 88940; 88947; 88954; 88972; 88977; 88986; 88991; 88998; 89003; 89055"
88387,"GK II (12) IX-B-62",Vergépapier,"Fragment: ""[IW] Ebart in [Sp]echthausen"".",2050,2080,,"um 1810/1820",1815,"Auf der stark beschnittenen Seite befindet sich das Dreiviertelbild eines Ritters in Rüstung mit offenem Visier und erhobenem rechten Arm.","Friedrich Wilhelm zeichnete hier eine seiner zahlreichen Ritterdarstellungen. Dieser sehr dynamisch dargestellte Ritter scheint bereit zum Gefecht. (C. H.)",,"Hasenclever, Catharina: Gotisches Mittelalter und Gottesgnadentum in den Zeichnungen Friedrich Wilhelms IV. Herrschaftslegitimierung zwischen Revolution und Restauration, Berlin 2005 (Quellen und Forschungen zur brandenburgischen und preußischen Geschichte, 30)., S. 318. 
""Unglaublich ist sein Genie fürs Zeichnen"". König Friedrich Wilhelm IV. von Preußen (1795-1861) zum 150. Todestag, hrsg. v. Jörg Meiner, Ausstellung, Potsdam, SPSG, 2011, Potsdam, 2011., S. 128 f., Kat. Nr. V. 10","sachlich: Figurendarstellung: profan: Ritter",733,
88388,"GK II (12) IV-D-58",Vergépapier,"Kartusche mit Krone und Horn.",1910,2300,"Eventuell u. M., unleserlich.","um 1849",1849,"Blick durch das Langhaus einer gotischen Kathedrale Richtung Westen. Der Kirchenraum ist mit ephemeren Einbauten und Menschenmengen gefüllt. – M. l. parallel dazu eine Skizze von neun Personen, die nebeneinander unter einem mit dünnen Strichen angedeuteten Baldachin stehen.","Diese vielfigurige Szene zeigt offensichtlich eine Kaiserkrönung beziehungsweise -salbung in einem gotischen Dom. In zwei getrennten, einander aber überschneidenden Zeichnungen stellte Friedrich Wilhelm eine Variation der Darstellungen eines Kaisers mit seinen ihn rechts und links umgebenden Kurfürsten dar [vgl. beispielsweise: GK II (12) X-A-50 u. GK II (12) X-A-25], die in diesem Beispiel unter einem Baldachin stehen. Ein Baldachin findet sich auch in der  Hauptzeichnung der Seite, hier in einer vollbesetzten gotischen Kathedrale. Dieser Entwurf ist sehr skizzenhaft und damit schlecht lesbar geblieben. Der Blick des Betrachters gleitet von einem erhöhten Standpunkt aus durch das Mittelschiff auf einen mächtigen, von einem Adler gehaltenen Baldachin vor einer hellen Fensterrose. Der unter dem Baldachin angedeutete Fürst thront bildlich sozusagen im ""Auge Gottes"". Sein Gefolge sitzt sehr viel niedriger als er am unteren Rand des großen Fensters. Die Bildsprache stellt einen eindeutigen Bezug zum Gottesgnadentum der Monarchie dar. Nichts Trennendes steht zwischen dem Regenten und dem durch das Fenster symbolisierten Willen Gottes. Die Zeichnung deutet an, dass es sich bei dem hohen Regenten um einen Kaiser handelt. In der Vorstellung Friedrich Wilhelms schien sich das Gottesgnadentum der Monarchie auch auf den Kaiser zu übertragen, wenn er rechtmäßig von den Königen beziehungsweise Kurfürsten seiner Länder gewählt und nicht wie 1849 von Abgeordneten des Volkes vorgeschlagen wurde. (C. H.)",,"Hasenclever, Catharina: Gotisches Mittelalter und Gottesgnadentum in den Zeichnungen Friedrich Wilhelms IV. Herrschaftslegitimierung zwischen Revolution und Restauration, Berlin 2005 (Quellen und Forschungen zur brandenburgischen und preußischen Geschichte, 30)., S. 199","sachlich: Architektur: Sakralbauten: Kirche: Gotik oder gotischer Stil; sachlich: Architektur: Sakralbauten: Kirche: Innenraum; sachlich: Figurendarstellung: profan: Krönung","602; 605; 727","92346; 92342"
88389,"GK II (12) IX-B-63",Vergépapier,"""ADV & S""",1890,1890,,"um 1815/ 1825",1820,"An einem burgartigen Gebäude stehen zwei Männer auf einer Terrasse, von der Stufen in einen Garten führen, die jedoch von einem gotisierenden Gitter vollständig eingeschlossen wird. Einer der Männer ist gerüstet, seinen Panzer ziert ein Adler. Der zweite Mann ist älter und als vornehmer Patrizier im Kostüm des frühen 17. Jahrhunderts gezeigt. Im Garten steht eine junge Frau, die auf die im Hintergrund liegende Stadt weist. Am linken Bildrand wird ein Brunnen in Renaissanceformen angeschnitten.","Diese Zeichnung hebt sich von anderen aus der Hand Friedrich Wilhelms durch die Präzision der Darstellung ab. Entweder hat er penibel nach einer fremden Zeichnung kopiert oder die Seite stammt nicht von ihm. In der Szene könnte eine Begegnung aus Goethes Faust [?] vermutet werden, in der Mephisto und Faust in der Gestalt junger Edelleute Gretchen in deren Garten besuchen. Dieser Darstellung sehr ähnlich sind die Zeichnungen Peter von Cornelius zum selben Thema. (Abb. in: Edmund Schilling: Deutsche Romantikerzeichnungen, Frankfurt am Main 1935, S. 17). In einer Zeichnung aus seinen zwölf Illustrationen zu dem 1808 erschienenen ersten Teil des Faust stellte Cornelius Faust und Gretchen im Garten dar, wählte aber den Zeitpunkt, da die beiden sich bereits nahe gekommen sind. Die Zeichnungen ähneln sich in der Darstellung der mittelalterlichen Stadt im Hintergrund und in der Renaissancekleidung der Protagonisten. Auch die naturalistische Darstellung der Pflanzen entspricht der Ausführung in der Zeichnung Friedrich Wilhelms. (C. H.)",,"Hasenclever, Catharina: Gotisches Mittelalter und Gottesgnadentum in den Zeichnungen Friedrich Wilhelms IV. Herrschaftslegitimierung zwischen Revolution und Restauration, Berlin 2005 (Quellen und Forschungen zur brandenburgischen und preußischen Geschichte, 30)., S. 261","sachlich: Literaturadaption: Goethe: Faust: Faust; sachlich: Literaturadaption: Goethe: Faust: Gretchen; sachlich: Literaturadaption: Goethe: Faust: Mephisto; sachlich: Zeichnung fremder Hand: unbekannt","830; 831; 832; 952",
88391,"GK II (12) IX-B-76",Vergépapier,"Fragment: Einhorn",2200,1830,,"um 1815",1815,"Zwei einander umarmende Frauen in langen Gewändern stehen auf einem Turm im normannischen Stil und blicken in die weite mondbeschienene Landschaft. Eine der Frauen hat den Arm weit ausgestreckt und weist in die Landschaft.","Die Darstellung der beiden jungen Frauen, die einander freundschaftlich umarmen, erinnert an Schadows Prinzessinnengruppe, die dem Kronprinzen möglicherweise als Vorbild gedient hat. Dargestellt ist aus dem Roman ""Zauberring"" [?] vermutlich Frau Minnetrost, die der jungen Berta von Lichtenried einen Ausblick in deren Zukunft weist. Frau Minnetrosts Warte, der Turm auf dem die beiden stehen, ist ein von Friedrich Wilhelm (IV.) immer wieder gezeichnetes Motiv, vgl. beispielsweise auch GK II (12) V-1-D-4 und GK II (12) V-1-D-7. (C. H.)","Friedrich de la Motte Fouqué","Hasenclever, Catharina: Gotisches Mittelalter und Gottesgnadentum in den Zeichnungen Friedrich Wilhelms IV. Herrschaftslegitimierung zwischen Revolution und Restauration, Berlin 2005 (Quellen und Forschungen zur brandenburgischen und preußischen Geschichte, 30)., S. 251","sachlich: Literaturadaption: Fouqué: Zauberring: Frau Minnetrosts Warte",819,88417
88392,"GK II (12) II-1-Cg-3",Velinpapier,"Fragment: ""J Honig & [...]""",2120,2600,"""Siam-House"" [Friedrich Wilhelm (IV.)].","Ende 1825/Anfang 1826",1825,"Perspektivische, bildmäßig gerahmte Ansicht des Schlosses Charlottenhof mit Portikus und vorgelagerter aufgeböschter Terrasse im Osten und Garten auf der Westseite des Gebäudes. Seitlich der Exedra zwei liegende Bildwerke skizziert. Garten auf der Westseite mit Rasenflächen und Gehölzgruppen und rundem Gestaltungselement (vermutlich Bassin) in der Mittelachse des Hauses geplant.","Da das Gebäude auf der Nordseite noch ohne den halbrunden Anbau wiedergegeben wird, ist die Zeichnung noch in die frühe Entwurfsphase Charlottenhofs [?] einzuordnen. (A. A.)",Charlottenhof,"Kuhlow, Kurt: Das Königliche Schloss Charlottenhof bei Potsdam. Baugeschichtlich und kunstgeschichtlich dargestellt unter besonderer Berücksichtigung der Handzeichnungen König Friedrich Wilhelms IV., Berlin 1912., . 
Schmitz, Hermann: Schloss Charlottenhof, in: Hohenzollern-Jahrbuch, 20, Berlin / Leipzig 1916, S. 1-21., 3. 
Dehio, Ludwig: Friedrich Wilhelm IV. von Preußen. Ein Baukünstler der Romantik, München 1961 (Kunstwissenschaftliche Studien, 30)., 47. 
Kroll, Frank-Lothar: Friedrich Wilhelm IV. und Potsdam, in: Potsdam. Märkische Kleinstadt - Europäische Residenz, hrsg. v. Peter-Michael Hahn, Berlin 1995, S. 221-236 (Potsdamer Historische Studien, 1)., 224","topographisch: Potsdam: Park Sanssouci: Profanbauten: Charlottenhof: Schloss",323,
88393,"GK II (12) IX-B-77",Vergépapier,"Bischofsfigur mit Stab.",2180,3540,,"um 1815/1820",1817,"Durch eine angedeutete Gebirgslandschaft reiten hintereinander ein Skelett mit Sense auf einem klapprigen Pferd und ein Ritter mit einem auf seine Lanze gespießten Drachen, gefolgt von einem schleichenden Teufel.","Friedrich Wilhelm zeigte eine ganz klare Wertung der Gestalten durch die Art, wie er sie zeichnete. Allen Figuren ist der schnelle Zeichenstrich gemein, die größte Detailfreude aber zeigt der Ritter auf seinem Pferd. Jener scheint sich von seinen finsteren Begleitern nicht einschüchtern zu lassen. Aufrecht sitzt er im Sattel, sein Visier ist geöffnet, er schaut entschlossen geradeaus. Der große Ritter bildet eine Einheit mit seinem Pferd, das wie sein Reiter mit aufrechtem Kopf nach vorne blickt. Der Teufel dagegen geht geduckt, fast kriechend. Ebenso bewegt sich das kleine Pferd des Todes. Diese Zeichnung des Kronprinzen und die entsprechende Geschichte Fouqués beziehen sich auf Albrecht Dürers 1513/1514 entstandenen Kupferstich ""Ritter, Tod und Teufel"". Friedrich Wilhelm schien einen besonderen Gefallen an solchen Themen zu finden, in denen der eigentlich gute Held, der aber verführt wurde, später wieder geläutert auf den Pfad der christlichen Tugend stößt oder zumindest noch die Wahl zwischen 'gut' und 'böse' hat. Diese Vorliebe zeigen beispielsweise auch die Geschichten von Macbeth oder Faust [?], zu denen Friedrich Wilhelm Literaturadaptionen gezeichnet hat. (C. H.)",Faust,"Hasenclever, Catharina: Gotisches Mittelalter und Gottesgnadentum in den Zeichnungen Friedrich Wilhelms IV. Herrschaftslegitimierung zwischen Revolution und Restauration, Berlin 2005 (Quellen und Forschungen zur brandenburgischen und preußischen Geschichte, 30)., S. 254. 
""Unglaublich ist sein Genie fürs Zeichnen"". König Friedrich Wilhelm IV. von Preußen (1795-1861) zum 150. Todestag, hrsg. v. Jörg Meiner, Ausstellung, Potsdam, SPSG, 2011, Potsdam, 2011., S. 110, Kat. Nr. II. 12","sachlich: Bildmotiv: Ritter, Tod und Teufel; sachlich: Figurendarstellung: profan: Ritter; sachlich: Figurendarstellung: profan: Tod; sachlich: Figurendarstellung: religiös: Teufel","646; 733; 736; 750",
88395,"GK II (12) IX-B-86",Vergépapier,"Fragment: ""J Honig &...""",2300,1910,,"um 1820",1820,"Ein Ritter steht mit seiner Laute vor einem angedeuteten gotischen Palast in mondbeschienener Landschaft. Eine Frau erscheint in einer der Fensteröffnungen.","Die schemenhaft dargestellte Frau scheint die Empfängerin dieses Liebesliedes des Ritters zu sein. Verträumt blickt der Musiker in voller Rüstung zum Nachthimmel hinauf. Vielleicht ist diese Zeichnung in der langen und ungewissen Wartezeit vor der Ehe mit Elisabeth (1823) entstanden, als Friedrich Wilhelm (IV.) seiner Liebe vor allem durch Briefe nahe sein konnte. Er könnte sich in der Rolle des Troubadours gesehen haben. (C. H.)",,"Hasenclever, Catharina: Gotisches Mittelalter und Gottesgnadentum in den Zeichnungen Friedrich Wilhelms IV. Herrschaftslegitimierung zwischen Revolution und Restauration, Berlin 2005 (Quellen und Forschungen zur brandenburgischen und preußischen Geschichte, 30)., S. 318","sachlich: Figurendarstellung: profan: Ritter; sachlich: Kunsthandwerk: Musikinstrument: Laute","733; 780",
88396,"GK II (12) X-A-69",Vergépapier,"""I W Ebart in Spechthausen"" u. ""A"".",2100,3430,"""Carolus magnus"", ""Caesar"", ""David"", ""Alexander magnus"" (Friedrich Wilhelm IV.).","um 1820/1840",1830,"Auf der rechten Seitenhälfte Entwürfe für vier Spielkarten mit den Figuren verschiedener Herrscher. – L. u. ein harfespielender Mann mit langem Gewand und Krone. – O. r. drei männliche Gewandfiguren mit kurzen hermelinbesetzten Mänteln, eine angedeutete Figur eines Jungen, der die Schleppe eines Mannes trägt.","Seine Herrschervorbilder suchte der historisch gebildete und bibelfeste König unter anderem in konkreten Gestalten der europäischen Geschichte. Als Beispiel dafür mag dieser Entwurf für ein Kartenspiel dienen. Die historisch älteste Figur ist der alttestamentarische König David, der als bärtiger Mann in antikem Gewand und mit seiner Harfe in den Händen den ""Herz-König"" darstellt. Seine Karte ist mit ""David"" bezeichnet. Der ""Pik-König"" zeigt einen antikisierend gekleideten Feldherren und trägt die Unterschrift ""Alexander Magnus"". Alexander der Große, der den Titel ""König Asiens"" trug, gilt als einer der großen Herrscher der Antike. Das verbindet ihn mit Cäsar, der in diesem Kartenspiel den ""Kreuz-König"" darstellt. Diesen hat Friedrich Wilhelm mit der Unterschrift ""Caesar"" als römischen Imperator mit Lorbeerkranz und Feldherrenstab gezeichnet. Den Jüngsten in der Reihe der großen Herrscher bildet als""„Karo-König"" Kaiser Karl der Große, der mit den Reichsinsignien Zepter, Reichsapfel und der Reichskrone dargestellt ist. Die Seite dürfte aus motivischen und stilistischen Gründen in den 1820er/1830er Jahren entstanden sein. (C. H.)",,"Hasenclever, Catharina: Gotisches Mittelalter und Gottesgnadentum in den Zeichnungen Friedrich Wilhelms IV. Herrschaftslegitimierung zwischen Revolution und Restauration, Berlin 2005 (Quellen und Forschungen zur brandenburgischen und preußischen Geschichte, 30)., S. 199 f.","sachlich: Figurendarstellung: profan: Herrscher: Alexander der Große; sachlich: Figurendarstellung: profan: Herrscher: Caesar; sachlich: Figurendarstellung: profan: Herrscher: Kaiser; sachlich: Figurendarstellung: profan: Herrscher: Kaiser: Karl der Große; sachlich: Karte: Spielkarte","704; 705; 707; 709; 764",
88397,"GK II (12) IX-B-89",Velinpapier,,2116,2795,,"um 1810/1830",1820,"Vor einer geflügelten mehrköpfigen Bestie stehen u. r. zwei kleine Figuren in langen Gewändern. Die Bestie lehnt sich auf einen imaginären Vorsprung und hat menschliche Gebeine im Maul.","Die Szene lässt sich aufgrund der beiden kleinen charakteristisch gekleideten Figuren unten rechts als Illustration zu Dantes ""Göttlicher Komödie"" (34. Gesang) identifizieren, wo Dante und Vergil dem dreiköpfigen Cerberus begegnen, der die drei Erzverräter zerfleischt. Daher gerät die Zeichnung in die Nähe einer personifizierten, allgemeiner zu verstehenden Teufelsdarstellung und lässt sich vielleicht auch als Allegorie auf ""jene eingefleischten Teufel"" [?] der Revolution verstehen, wie Hasenclever – unter Verkennung des Dante-Bezuges – dargelegt hat (Hasenclever 2005/1, S. 205. – Hasenclever 2010, Abb. 7). Eine Datierung der Zeichnung ist schwer, da Friedrich Wilhelm zeitlebens seine Abscheu vor dem Bösen und den von ihm damit verbundenen zeitgenössischen Demokratisierungsprozessen ähnlich ikonographisch ausgebildet hat (Hasenclever 2005/1, S. 203-206). Ihre Entstehung könnte aber zwischen den Befreiungskriegen und der Julirevolution von 1830 anzusiedeln sein. (J. M.)",Teufelsdarstellungen,"Hasenclever, Catharina: Gotisches Mittelalter und Gottesgnadentum in den Zeichnungen Friedrich Wilhelms IV. Herrschaftslegitimierung zwischen Revolution und Restauration, Berlin 2005 (Quellen und Forschungen zur brandenburgischen und preußischen Geschichte, 30)., S. 205. 
Hasenclever, Catharina: Gezeichnete Abwehr. Mit Gottes Hilfe gegen den Lindwurm der Revolution, in: Die Zeichnungen Friedrich Wilhelms IV. von Preußen 1795-1861. Pläne, Utopien, Weltbilder, Beiträge eines Kolloquiums im Mai 2008, hrsg. v. Jörg Meiner / Catharina Hasenclever, 2010. URL: www.zeitenblicke.de, . 
""Unglaublich ist sein Genie fürs Zeichnen"". König Friedrich Wilhelm IV. von Preußen (1795-1861) zum 150. Todestag, hrsg. v. Jörg Meiner, Ausstellung, Potsdam, SPSG, 2011, Potsdam, 2011., S. 110, Kat. Nr. II. 11","sachlich: Figurendarstellung: religiös: Teufel; sachlich: Literaturadaption: Dante: Göttliche Komödie","750; 796",89086
